variable,valor
rtrigo5,3.86
rmaiz5,5.92
rsoja15,2.4
rsoja25,1.57
rgirasol5,1.99
rcebada5,4.32
rsorgo5,3.46
rtrigo6,3.5
rmaiz6,6.96
rsoja16,2.82
rsoja26,1.77
rgirasol6,2.15
rcebada6,4.33
rsorgo6,5.24
rtrigo9,2.08
rmaiz9,7.02
rsoja19,2.68
rsoja29,2.1
rgirasol9,2.01
rcebada9,1.58
rsorgo9,4.76
rtrigo10,2.88
rmaiz10,5.68
rsoja110,3.11
rsoja210,2.6
rgirasol10,2.35
rcebada10,2.42
rsorgo10,4.71
rtrigo13,1.46
rmaiz13,6.1
rsoja113,2.95
rsoja213,2.82
rgirasol13,1.51
rcebada13,1.17
rsorgo13,3.06
rtrigo15,1.4
rmaiz15,5.66
rsoja115,2.39
rsoja215,2.33
rgirasol15,1.92
rcebada15,1.59
rsorgo15,3.29
rtrigo16,2.04
rmaiz16,5.79
rsoja116,2.12
rsoja216,1.55
rgirasol16,2.01
rcebada16,2.35
rsorgo16,3.57
rtrigo11,2.09
rmaiz11,4.09
rsoja111,2.11
rsoja211,1.85
rgirasol11,1.75
rsorgo11,3.21
rsoja27,1.71
rgirasol7,2.36
rcebada7,4.5
rsorgo7,5.75
rtrigo7,3.77
rmaiz7,6.96
rsoja17,2.93
rsoja114,1.93
rsoja214,1.7
rgirasol14,1.56
rsorgo14,2.62
rtrigo14,1.11
rmaiz14,3.65
rsoja212,1.73
rgirasol12,1.73
rcebada12,3.05
rsorgo12,4.27
rtrigo12,2.98
rmaiz12,4.74
rsoja112,2.13
rsoja28,2.27
rgirasol8,2.19
rcebada8,1.98
rsorgo8,4.72
rtrigo8,2.16
rmaiz8,7.06
rsoja18,2.65
rcebada3,2.78
rsorgo3,4.63
rtrigo3,2.74
rmaiz3,7.61
rsoja13,3.0
rsoja23,2.08
rgirasol3,2.45
gasvartrigo1,0.2744861100283257
gasvartrigo2,0.274241173482347
gasvartrigo3,0.375021552962814
gasvartrigo4,0.2872697132954075
gasvartrigo5,0.28762596385296396
gasvartrigo6,0.296822272215973
gasvartrigo7,0.2968420393074208
gasvartrigo8,0.3344634004082823
gasvartrigo9,0.37784865233192
gasvartrigo10,0.3779800962379703
gasvartrigo11,0.3783954338243605
gasvartrigo12,0.29692702002853677
gasvartrigo13,0.4250485384532413
gasvartrigo14,0.48192877917287363
gasvartrigo15,0.5230596175478066
gasvartrigo16,0.4197545159796202
gasvarmaiz1,0.3067509249818851
gasvarmaiz2,0.30669056579095993
gasvarmaiz3,0.4288062889659444
gasvarmaiz4,0.33141621798009463
gasvarmaiz5,0.33160569710679844
gasvarmaiz6,0.30927198845511167
gasvarmaiz7,0.3188452579877462
gasvarmaiz8,0.37196902572038293
gasvarmaiz9,0.4286839363931875
gasvarmaiz10,0.42889495563690516
gasvarmaiz11,0.4285460400891829
gasvarmaiz12,0.3313258610754847
gasvarmaiz13,0.479616523434679
gasvarmaiz14,0.6108563152495323
gasvarmaiz15,0.6124398748462819
gasvarmaiz16,0.49083943910585626
gasvarsoja11,0.231963654073483
gasvarsoja12,0.23170451938518008
gasvarsoja13,0.30821289286533604
gasvarsoja14,0.24801697425634553
gasvarsoja15,0.2479066299610002
gasvarsoja16,0.24771443772483442
gasvarsoja17,0.24734044427323482
gasvarsoja18,0.2765910477996078
gasvarsoja19,0.30867684974987414
gasvarsoja110,0.30815498702097666
gasvarsoja111,0.3085624447539491
gasvarsoja112,0.24782787110365795
gasvarsoja113,0.3340837775729933
gasvarsoja114,0.35980586886520294
gasvarsoja115,0.4148105060371414
gasvarsoja116,0.34054461166876593
gasvarsoja21,0.24964313935408217
gasvarsoja22,0.25071281093304487
gasvarsoja23,0.325751760283763
gasvarsoja24,0.2657120065069136
gasvarsoja25,0.2649909477864817
gasvarsoja26,0.2663493803974632
gasvarsoja27,0.2662368239939146
gasvarsoja28,0.2936352253123569
gasvarsoja29,0.3269098417068134
gasvarsoja210,0.3266451373815448
gasvarsoja211,0.32663082903963836
gasvarsoja212,0.26594369234074205
gasvarsoja213,0.3582707335764108
gasvarsoja214,0.36901340026719565
gasvarsoja215,0.425935388968805
gasvarsoja216,0.3461137135625957
gasvargirasol1,0.21082403302247366
gasvargirasol2,0.2111653374598262
gasvargirasol3,0.27913100724160633
gasvargirasol4,0.21160589060308557
gasvargirasol5,0.21154157886205222
gasvargirasol6,0.21125281320330083
gasvargirasol7,0.21104428649535267
gasvargirasol8,0.2433348063043158
gasvargirasol9,0.2795698924731183
gasvargirasol10,0.27934111187371313
gasvargirasol11,0.28
gasvargirasol12,0.21107589035987323
gasvargirasol13,0.2787865840632343
gasvargirasol14,0.3095533498759305
gasvargirasol15,0.3990255376344086
gasvargirasol16,0.3151982025357086
gasvarcebada1,0.2588919288645691
gasvarcebada2,0.258426250398216
gasvarcebada3,0.3538564497239418
gasvarcebada4,0.3234406928091855
gasvarcebada5,0.27142549526270454
gasvarcebada6,0.2793920189054192
gasvarcebada7,0.2797932816537468
gasvarcebada8,0.32158797275076345
gasvarcebada9,0.36120105975861055
gasvarcebada10,0.36209878916009997
gasvarcebada11,0.004651162790697674
gasvarcebada12,0.2799847502859321
gasvarcebada13,0.4038958457563109
gasvarcebada14,1.3534883720930233
gasvarcebada15,0.4961240310077519
gasvarcebada16,0.6032657100445324
gasvarsorgo1,0.28446455505279034
gasvarsorgo2,0.28467315469048576
gasvarsorgo3,0.40848424433737607
gasvarsorgo4,0.30786673643816503
gasvarsorgo5,0.307840521713354
gasvarsorgo6,0.28694460755529455
gasvarsorgo7,0.29600891861761425
gasvarsorgo8,0.3654932637983485
gasvarsorgo9,0.3979745744451627
gasvarsorgo10,0.3981708312918504
gasvarsorgo11,0.39811486540458496
gasvarsorgo12,0.3080526031345704
gasvarsorgo13,0.445282386458857
gasvarsorgo14,0.567625758465453
gasvarsorgo15,0.5679993765100149
gasvarsorgo16,0.4560798678445737
gesptrigo1,72.0
gespmaiz1,180.0
gespsoja11,180.0
gespsoja21,108.0
gespgirasol1,180.0
gespcebada1,72.0
gespsorgo1,180.0
gesptrigo2,72.0
gespmaiz2,180.0
gespsoja12,180.0
gespsoja22,108.0
gespgirasol2,180.0
gespcebada2,72.0
gespsorgo2,180.0
gesptrigo4,71.3
gespmaiz4,118.8
gespsoja14,118.8
gespsoja24,47.5
gespgirasol4,118.8
gespcebada4,71.3
gespsorgo4,118.8
gesptrigo5,83.2
gespmaiz5,118.8
gespsoja15,118.8
gespsoja25,35.6
gespgirasol5,118.8
gespcebada5,83.2
gespsorgo5,118.8
gesptrigo6,36.0
gespmaiz6,90.0
gespsoja16,90.0
gespsoja26,54.0
gespgirasol6,90.0
gespcebada6,36.0
gespsorgo6,90.0
gesptrigo9,41.8
gespmaiz9,104.4
gespsoja19,104.4
gespsoja29,62.6
gespgirasol9,104.4
gespcebada9,41.8
gespsorgo9,104.4
gesptrigo10,47.5
gespmaiz10,118.8
gespsoja110,118.8
gespsoja210,71.3
gespgirasol10,118.8
gespcebada10,47.5
gespsorgo10,118.8
gesptrigo13,29.5
gespmaiz13,73.8
gespsoja113,73.8
gespsoja213,44.3
gespgirasol13,73.8
gespcebada13,29.5
gespsorgo13,73.8
gesptrigo15,28.8
gespmaiz15,72.0
gespsoja115,72.0
gespsoja215,43.2
gespgirasol15,72.0
gespcebada15,28.8
gespsorgo15,72.0
gesptrigo16,33.1
gespmaiz16,82.8
gespsoja116,82.8
gespsoja216,49.7
gespgirasol16,82.8
gespcebada16,33.1
gespsorgo16,82.8
gespsoja27,48.6
gespgirasol7,81.0
notuse7,81.0
gespcebada7,32.4
gespsorgo7,81.0
notuse27,81.0
gesptrigo7,32.4
gespmaiz7,81.0
gespsoja17,81.0
gespnotuse14,nan
gespsoja114,82.8
gespsoja214,49.7
gespgirasol14,82.8
gespcebada14,82.8
gespsorgo14,82.8
gesptrigo14,33.1
gespmaiz14,82.8
gespsoja18,88.2
gespsoja28,52.9
gespgirasol8,88.2
gespnotuse8,88.2
gespcebada8,35.3
gespsorgo8,88.2
gespnotuse28,88.2
gesptrigo8,35.3
gespmaiz8,88.2
gespsoja112,108.0
gespsoja212,64.8
gespgirasol12,108.0
gespnotuse12,108.0
gespcebada12,43.2
gespsorgo12,108.0
gespnotuse212,108.0
gesptrigo12,43.2
gespmaiz12,108.0
gespcebada3,43.2
gespsorgo3,108.0
notuse23,108.0
gesptrigo3,43.2
gespmaiz3,108.0
gespsoja13,108.0
gespsoja23,64.8
gespgirasol3,108.0
notuse3,108.0
gesatrigo,26.8
gesamaiz,67.0
gesasoja1,67.0
gesasoja2,40.2
gesagirasol,67.0
gesacebada,26.8
gesasorgo,67.0
arrendmaiz1,523.08
arrendgirasol1,523.08
arrendsoja11,523.08
arrendsorgo1,523.08
arrendsoja21,303.84800000000003
arrendtrigo1,209.23200000000003
arrendcebada1,209.23200000000003
arrendmaiz2,464.96000000000004
arrendgirasol2,464.96000000000004
arrendsoja12,464.96000000000004
arrendsorgo2,464.96000000000004
arrendsoja22,278.97600000000002
arrendtrigo2,185.98400000000004
arrendcebada2,185.98400000000004
arrendmaiz3,406.84000000000003
arrendgirasol3,406.84000000000003
arrendsoja13,406.84000000000003
arrendsorgo3,406.84000000000003
arrendsoja23,244.10400000000003
arrendtrigo3,162.73600000000002
arrendcebada3,162.73600000000002
arrendmaiz4,290.6
arrendgirasol4,290.6
arrendsoja14,290.6
arrendsorgo4,290.6
arrendsoja24,174.36
arrendtrigo4,116.24000000000001
arrendcebada4,116.24000000000001
arrendmaiz5,377.78000000000003
arrendgirasol5,377.78000000000003
arrendsoja15,377.78000000000003
arrendsorgo5,377.78000000000003
arrendsoja25,226.66800000000002
arrendtrigo5,151.11200000000002
arrendcebada5,151.11200000000002
arrendmaiz6,319.66
arrendgirasol6,319.66
arrendsoja16,319.66
arrendsorgo6,319.66
arrendsoja26,191.79600000000002
arrendtrigo6,127.86400000000002
arrendcebada6,127.86400000000002
arrendmaiz7,261.54
arrendgirasol7,261.54
arrendsoja17,261.54
arrendsorgo7,261.54
arrendsoja27,156.92400000000001
arrendtrigo7,104.61600000000001
arrendcebada7,104.61600000000001
arrendmaiz8,348.72
arrendgirasol8,348.72
arrendsoja18,348.72
arrendsorgo8,348.72
arrendsoja28,209.23200000000003
arrendtrigo8,139.48800000000003
arrendcebada8,139.48800000000003
arrendmaiz9,377.78000000000003
arrendgirasol9,377.78000000000003
arrendsoja19,377.78000000000003
arrendsorgo9,377.78000000000003
arrendsoja29,226.66800000000002
arrendtrigo9,151.11200000000002
arrendcebada9,151.11200000000002
arrendmaiz10,290.6
arrendgirasol10,290.6
arrendsoja110,290.6
arrendsorgo10,290.6
arrendsoja210,174.36
arrendtrigo10,116.24000000000001
arrendcebada10,116.24000000000001
arrendmaiz11,145.3
arrendgirasol11,145.3
arrendsoja111,145.3
arrendsorgo11,145.3
arrendsoja211,87.18
arrendtrigo11,58.120000000000005
arrendcebada11,58.120000000000005
arrendmaiz12,203.42000000000002
arrendgirasol12,203.42000000000002
arrendsoja112,203.42000000000002
arrendsorgo12,203.42000000000002
arrendsoja212,122.05200000000002
arrendtrigo12,81.36800000000001
arrendcebada12,81.36800000000001
arrendmaiz13,232.48000000000002
arrendgirasol13,232.48000000000002
arrendsoja113,232.48000000000002
arrendsorgo13,232.48000000000002
arrendsoja213,139.48800000000003
arrendtrigo13,92.99200000000002
arrendcebada13,92.99200000000002
arrendmaiz14,232.48000000000002
arrendgirasol14,232.48000000000002
arrendsoja114,232.48000000000002
arrendsorgo14,232.48000000000002
arrendsoja214,139.48800000000003
arrendtrigo14,92.99200000000002
arrendcebada14,92.99200000000002
arrendmaiz15,232.48000000000002
arrendgirasol15,232.48000000000002
arrendsoja115,232.48000000000002
arrendsorgo15,232.48000000000002
arrendsoja215,139.48800000000003
arrendtrigo15,92.99200000000002
arrendcebada15,92.99200000000002
arrendmaiz16,203.42000000000002
arrendgirasol16,203.42000000000002
arrendsoja116,203.42000000000002
arrendsorgo16,203.42000000000002
arrendsoja216,122.05200000000002
arrendtrigo16,81.36800000000001
arrendcebada16,81.36800000000001
pgirasol,310.0
pcebada,215.0
psorgo,195.0
ptrigo,203.2
psoja1,290.6
psoja2,290.6
pmaiz,181.6
ctrigo1,340.0
cmaiz1,612.4
csoja11,309.0
csoja21,231.8
cgirasol1,310.0
notuse1,571.8
ccebada1,434.3
csorgo1,364.5
ctrigo2,393.4
cmaiz2,617.8
csoja12,302.3
csoja22,231.8
cgirasol2,309.2
notuse2,625.2
ccebada2,338.4
csorgo2,386.7
ctrigo4,265.8
cmaiz4,410.0
csoja14,275.5
csoja24,231.8
cgirasol4,418.4
notuse4,497.5
ccebada4,271.3
csorgo4,284.7
ctrigo5,376.6
cmaiz5,445.1
csoja15,302.4
csoja25,231.8
cgirasol5,434.0
notuse5,608.4
ccebada5,355.5
csorgo5,302.3
ctrigo6,317.6
cmaiz6,535.4
csoja16,276.4
csoja26,231.8
cgirasol6,349.4
notuse6,549.4
ccebada6,355.5
csorgo6,361.1
ctrigo9,323.4
cmaiz9,472.9
csoja19,337.4
csoja29,223.7
cgirasol9,285.4
notuse9,547.1
ccebada9,245.7
csorgo9,352.7
ctrigo10,311.8
cmaiz10,436.1
csoja110,345.5
csoja210,223.7
cgirasol10,303.3
notuse10,535.4
ccebada10,251.3
csorgo10,350.7
ctrigo13,221.4
cmaiz13,475.8
csoja113,294.8
csoja213,240.2
cgirasol13,269.8
notuse13,461.6
ccebada13,198.0
csorgo13,295.0
ctrigo15,228.1
cmaiz15,500.4
csoja115,384.4
csoja215,270.1
cgirasol15,299.0
notuse15,498.2
ccebada15,210.9
csorgo15,303.6
ctrigo16,246.8
cmaiz16,474.6
csoja116,328.3
csoja216,253.5
cgirasol16,285.4
notuse16,500.3
ccebada16,253.7
csorgo16,299.7
ctrigo11,277.7
cmaiz11,428.3
csoja111,312.4
csoja211,240.2
cgirasol11,275.7
notuse11,518.0
csorgo11,301.0
csoja27,231.8
cgirasol7,335.5
notuse7,556.5
ccebada7,360.8
csorgo7,378.1
notuse27,592.6
ctrigo7,324.7
cmaiz7,527.8
csoja17,278.1
notuse14,nan
csoja114,257.5
csoja214,282.2
cgirasol14,291.0
ccebada14,483.2
csorgo14,281.4
ctrigo14,201.0
cmaiz14,424.1
csoja18,325.5
csoja28,231.8
cgirasol8,304.0
notuse8,568.3
ccebada8,230.8
csorgo8,364.5
notuse28,462.6
ctrigo8,336.6
cmaiz8,516.2
csoja112,309.8
csoja212,248.3
cgirasol12,272.3
notuse12,581.9
ccebada12,294.0
csorgo12,325.1
notuse212,542.3
ctrigo12,333.5
cmaiz12,511.0
ccebada3,307.1
csorgo3,340.9
notuse23,538.0
ctrigo3,290.4
cmaiz3,514.2
csoja13,322.5
csoja23,230.9
cgirasol3,340.3
notuse3,521.3
gtrigo1,169.0
gmaiz1,382.7
gsoja11,202.9
gsoja21,156.7
ggirasol1,137.9
gnada1,325.7
gcebada1,151.4
gsorgo1,282.9
gtrigo2,207.3
gmaiz2,412.7
gsoja12,222.2
gsoja22,137.7
ggirasol2,177.4
gnada2,345.0
gcebada2,202.8
gsorgo2,320.3
gtrigo4,122.0
gmaiz4,325.0
gsoja14,156.4
gsoja24,135.9
ggirasol4,120.7
gnada4,257.9
gcebada4,166.2
gsorgo4,176.5
gtrigo5,225.6
gmaiz5,356.5
gsoja15,172.9
gsoja25,120.9
ggirasol5,130.5
gnada5,346.5
gcebada5,252.1
gsorgo5,207.7
gtrigo6,211.1
gmaiz6,390.9
gsoja16,203.0
gsoja26,137.0
ggirasol6,140.8
gnada6,348.0
gcebada6,260.1
gsorgo6,293.2
gtrigo9,159.7
gmaiz9,546.5
gsoja19,240.4
gsoja29,199.5
ggirasol9,174.2
gnada9,359.2
gcebada9,122.7
gsorgo9,369.4
gtrigo10,221.2
gmaiz10,442.4
gsoja110,278.5
gsoja210,246.8
ggirasol10,203.5
gnada10,468.0
gcebada10,188.4
gsorgo10,365.7
gtrigo13,126.1
gmaiz13,531.3
gsoja113,286.4
gsoja213,293.6
ggirasol13,130.5
gnada13,419.6
gcebada13,101.6
gsorgo13,265.7
gtrigo15,148.8
gmaiz15,629.5
gsoja115,288.1
gsoja215,288.4
ggirasol15,237.5
gnada15,437.2
gcebada15,169.6
gsorgo15,364.4
gtrigo16,174.0
gmaiz16,516.1
gsoja116,209.8
gsoja216,155.9
ggirasol16,196.4
gnada16,329.9
gcebada16,304.8
gsorgo16,317.5
gtrigo11,160.7
gmaiz11,318.3
gsoja111,189.2
gsoja211,175.6
ggirasol11,151.9
gnada11,336.3
gsorgo11,249.2
gsoja27,132.3
ggirasol7,154.4
notuse7,359.7
gcebada7,270.7
gsorgo7,331.9
notuse27,403.0
gtrigo7,227.4
gmaiz7,403.0
gsoja17,210.6
notuse14,nan
gsoja114,201.8
gsoja214,182.3
ggirasol14,149.7
gcebada14,291.0
gsorgo14,290.0
gtrigo14,108.7
gmaiz14,404.9
gsoja18,213.0
gsoja28,193.7
ggirasol8,165.2
notuse8,340.6
gcebada8,136.9
gsorgo8,336.4
notuse28,330.7
gtrigo8,146.8
gmaiz8,476.9
gsoja112,153.4
gsoja212,133.7
ggirasol12,113.2
notuse12,313.6
gcebada12,183.6
gsorgo12,256.5
notuse212,317.3
gtrigo12,179.8
gmaiz12,285.2
gcebada3,211.5
gsorgo3,368.8
notuse23,408.4
gtrigo3,208.8
gmaiz3,592.6
gsoja13,268.7
gsoja23,196.9
ggirasol3,212.0
notuse3,405.7
rtrigo1,3.03
rmaiz1,6.87
rsoja11,3.01
rsoja21,2.16
rgirasol1,2.11
rcebada1,2.72
rsorgo1,5.1
rtrigo2,3.72
rmaiz2,7.41
rsoja12,3.3
rsoja22,1.89
rgirasol2,2.71
rcebada2,3.65
rsorgo2,5.77
rtrigo4,2.09
rmaiz4,5.4
rsoja14,2.17
rsoja24,1.76
rgirasol4,1.84
rcebada4,2.39
rsorgo4,2.94
rtrigo5,3.86
rmaiz5,5.92
rsoja15,2.4
rsoja25,1.57
rgirasol5,1.99
rcebada5,4.32
rsorgo5,3.46
rtrigo6,3.5
rmaiz6,6.96
rsoja16,2.82
rsoja26,1.77
rgirasol6,2.15
rcebada6,4.33
rsorgo6,5.24
rtrigo9,2.08
rmaiz9,7.02
rsoja19,2.68
rsoja29,2.1
rgirasol9,2.01
rcebada9,1.58
rsorgo9,4.76
rtrigo10,2.88
rmaiz10,5.68
rsoja110,3.11
rsoja210,2.6
rgirasol10,2.35
rcebada10,2.42
rsorgo10,4.71
rtrigo13,1.46
rmaiz13,6.1
rsoja113,2.95
rsoja213,2.82
rgirasol13,1.51
rcebada13,1.17
rsorgo13,3.06
rtrigo15,1.4
rmaiz15,5.66
rsoja115,2.39
rsoja215,2.33
rgirasol15,1.92
rcebada15,1.59
rsorgo15,3.29
rtrigo16,2.04
rmaiz16,5.79
rsoja116,2.12
rsoja216,1.55
rgirasol16,2.01
rcebada16,2.35
rsorgo16,3.57
rtrigo11,2.09
rmaiz11,4.09
rsoja111,2.11
rsoja211,1.85
rgirasol11,1.75
rsorgo11,3.21
rsoja27,1.71
rgirasol7,2.36
rcebada7,4.5
rsorgo7,5.75
rtrigo7,3.77
rmaiz7,6.96
rsoja17,2.93
rsoja114,1.93
rsoja214,1.7
rgirasol14,1.56
rsorgo14,2.62
rtrigo14,1.11
rmaiz14,3.65
rsoja212,1.73
rgirasol12,1.73
rcebada12,3.05
rsorgo12,4.27
rtrigo12,2.98
rmaiz12,4.74
rsoja112,2.13
rsoja28,2.27
rgirasol8,2.19
rcebada8,1.98
rsorgo8,4.72
rtrigo8,2.16
rmaiz8,7.06
rsoja18,2.65
rcebada3,2.78
rsorgo3,4.63
rtrigo3,2.74
rmaiz3,7.61
rsoja13,3.0
rsoja23,2.08
rgirasol3,2.45
gasvartrigo1,0.2744861100283257
gasvartrigo2,0.274241173482347
gasvartrigo3,0.375021552962814
gasvartrigo4,0.2872697132954075
gasvartrigo5,0.28762596385296396
gasvartrigo6,0.296822272215973
gasvartrigo7,0.2968420393074208
gasvartrigo8,0.3344634004082823
gasvartrigo9,0.37784865233192
gasvartrigo10,0.3779800962379703
gasvartrigo11,0.3783954338243605
gasvartrigo12,0.29692702002853677
gasvartrigo13,0.4250485384532413
gasvartrigo14,0.48192877917287363
gasvartrigo15,0.5230596175478066
gasvartrigo16,0.4197545159796202
gasvarmaiz1,0.3067509249818851
gasvarmaiz2,0.30669056579095993
gasvarmaiz3,0.4288062889659444
gasvarmaiz4,0.33141621798009463
gasvarmaiz5,0.33160569710679844
gasvarmaiz6,0.30927198845511167
gasvarmaiz7,0.3188452579877462
gasvarmaiz8,0.37196902572038293
gasvarmaiz9,0.4286839363931875
gasvarmaiz10,0.42889495563690516
gasvarmaiz11,0.4285460400891829
gasvarmaiz12,0.3313258610754847
gasvarmaiz13,0.479616523434679
gasvarmaiz14,0.6108563152495323
gasvarmaiz15,0.6124398748462819
gasvarmaiz16,0.49083943910585626
gasvarsoja11,0.231963654073483
gasvarsoja12,0.23170451938518008
gasvarsoja13,0.30821289286533604
gasvarsoja14,0.24801697425634553
gasvarsoja15,0.2479066299610002
gasvarsoja16,0.24771443772483442
gasvarsoja17,0.24734044427323482
gasvarsoja18,0.2765910477996078
gasvarsoja19,0.30867684974987414
gasvarsoja110,0.30815498702097666
gasvarsoja111,0.3085624447539491
gasvarsoja112,0.24782787110365795
gasvarsoja113,0.3340837775729933
gasvarsoja114,0.35980586886520294
gasvarsoja115,0.4148105060371414
gasvarsoja116,0.34054461166876593
gasvarsoja21,0.24964313935408217
gasvarsoja22,0.25071281093304487
gasvarsoja23,0.325751760283763
gasvarsoja24,0.2657120065069136
gasvarsoja25,0.2649909477864817
gasvarsoja26,0.2663493803974632
gasvarsoja27,0.2662368239939146
gasvarsoja28,0.2936352253123569
gasvarsoja29,0.3269098417068134
gasvarsoja210,0.3266451373815448
